Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,N,P,K,Temperature,Humidity
Bajra,2006,Rabi       ,Karnataka,44.0,43,1146.3,5619.24,9.68,0.95,100,78,51,30.68,74.77
Bajra,2006,Rabi       ,Karnataka,44.0,43,1146.3,5619.24,9.68,0.95,93,63,56,27.96,77.28
Bajra,2006,Rabi       ,Karnataka,44.0,43,1146.3,5619.24,9.68,0.95,131,53,32,27.52,64.25
Bajra,2006,Summer     ,Karnataka,1236.0,1415,1146.3,157849.56,271.92,0.81,100,78,51,30.68,74.77
Bajra,2006,Summer     ,Karnataka,1236.0,1415,1146.3,157849.56,271.92,0.81,93,63,56,27.96,77.28
Bajra,2006,Summer     ,Karnataka,1236.0,1415,1146.3,157849.56,271.92,0.81,131,53,32,27.52,64.25
Banana,2006,Whole Year ,Karnataka,42646.0,851437,1146.3,5446320.66,9382.12,19.95814815,119,45,73,22.7,70.69
Black pepper,2006,Whole Year ,Karnataka,13726.0,29025,1146.3,1752947.46,3019.72,2.216,67,42,22,26.44,60.94
Cardamom,2006,Whole Year ,Karnataka,23827.0,1377,1146.3,3042946.17,5241.94,0.0575,132,28,61,33.07,89.36
Castor seed,2006,Kharif     ,Karnataka,20230.0,16163,1146.3,2583573.3,4450.6,0.827727273,71,56,59,32.82,57.49
Coconut ,2006,Whole Year ,Karnataka,403671.0,1635839000,1146.3,51552823.41,88807.62,4164.715926,86,27,85,29.91,56.03
Coriander,2006,Whole Year ,Karnataka,5998.0,888,1146.3,766004.58,1319.56,0.113157895,145,72,79,34.96,60.75
Cotton(lint),2006,Whole Year ,Karnataka,375982.0,536329,1146.3,48016661.22,82716.04,1.405,105,33,30,33.4,86.8
Dry chillies,2006,Whole Year ,Karnataka,132521.0,129945,1146.3,16924256.91,29154.62,1.618888889,108,26,20,22.18,76.35
Garlic,2006,Whole Year ,Karnataka,6615.0,4401,1146.3,844801.65,1455.3,1.276666667,52,26,45,25.99,68.24
Ginger,2006,Whole Year ,Karnataka,17472.0,228694,1146.3,2231349.12,3843.84,12.83352941,77,28,61,21.98,87.02
Gram,2006,Kharif     ,Karnataka,134069.0,18350,1146.3,17121951.99,29495.18,0.164285714,123,22,81,26.99,86.01
Gram,2006,Kharif     ,Karnataka,134069.0,18350,1146.3,17121951.99,29495.18,0.164285714,84,33,80,31.65,66.06
Gram,2006,Rabi       ,Karnataka,650809.0,298461,1146.3,83114817.39,143177.98,0.445833333,123,22,81,26.99,86.01
Gram,2006,Rabi       ,Karnataka,650809.0,298461,1146.3,83114817.39,143177.98,0.445833333,84,33,80,31.65,66.06
Groundnut,2006,Kharif     ,Karnataka,617992.0,211868,1146.3,78923758.32,135958.24,0.4028,110,36,81,22.34,72.55
Groundnut,2006,Kharif     ,Karnataka,617992.0,211868,1146.3,78923758.32,135958.24,0.4028,142,69,31,33.21,86.21
Groundnut,2006,Rabi       ,Karnataka,145532.0,115262,1146.3,18585891.72,32017.04,0.9432,110,36,81,22.34,72.55
Groundnut,2006,Rabi       ,Karnataka,145532.0,115262,1146.3,18585891.72,32017.04,0.9432,142,69,31,33.21,86.21
Horse-gram,2006,Kharif     ,Karnataka,111793.0,40225,1146.3,14277084.03,24594.46,0.370434783,103,63,46,28.54,62.78
Horse-gram,2006,Kharif     ,Karnataka,111793.0,40225,1146.3,14277084.03,24594.46,0.370434783,112,41,86,31.23,66.3
Horse-gram,2006,Rabi       ,Karnataka,212545.0,62867,1146.3,27144121.95,46759.9,0.368076923,103,63,46,28.54,62.78
Horse-gram,2006,Rabi       ,Karnataka,212545.0,62867,1146.3,27144121.95,46759.9,0.368076923,112,41,86,31.23,66.3
Jowar,2006,Kharif     ,Karnataka,287515.0,335000,1146.3,36718540.65,63253.3,1.11047619,128,65,47,20.68,81.72
Jowar,2006,Kharif     ,Karnataka,287515.0,335000,1146.3,36718540.65,63253.3,1.11047619,146,45,85,21.41,77.95
Jowar,2006,Kharif     ,Karnataka,287515.0,335000,1146.3,36718540.65,63253.3,1.11047619,56,77,47,29.31,51.95
Jowar,2006,Rabi       ,Karnataka,1126999.0,787340,1146.3,143929042.3,247939.78,0.603684211,128,65,47,20.68,81.72
Jowar,2006,Rabi       ,Karnataka,1126999.0,787340,1146.3,143929042.3,247939.78,0.603684211,146,45,85,21.41,77.95
Jowar,2006,Rabi       ,Karnataka,1126999.0,787340,1146.3,143929042.3,247939.78,0.603684211,56,77,47,29.31,51.95
Jowar,2006,Summer     ,Karnataka,4797.0,7207,1146.3,612624.87,1055.34,1.466666667,128,65,47,20.68,81.72
Jowar,2006,Summer     ,Karnataka,4797.0,7207,1146.3,612624.87,1055.34,1.466666667,146,45,85,21.41,77.95
Jowar,2006,Summer     ,Karnataka,4797.0,7207,1146.3,612624.87,1055.34,1.466666667,56,77,47,29.31,51.95
Linseed,2006,Rabi       ,Karnataka,12283.0,3759,1146.3,1568661.93,2702.26,0.325384615,125,47,40,32.57,54.7
Maize,2006,Kharif     ,Karnataka,865850.0,2354023,1146.3,110577703.5,190487.0,2.7448,98,64,26,33.11,83.85
Maize,2006,Kharif     ,Karnataka,865850.0,2354023,1146.3,110577703.5,190487.0,2.7448,143,33,33,30.33,51.19
Maize,2006,Kharif     ,Karnataka,865850.0,2354023,1146.3,110577703.5,190487.0,2.7448,134,28,58,23.01,86.8
Maize,2006,Rabi       ,Karnataka,78902.0,237039,1146.3,10076574.42,17358.44,2.7208,98,64,26,33.11,83.85
Maize,2006,Rabi       ,Karnataka,78902.0,237039,1146.3,10076574.42,17358.44,2.7208,143,33,33,30.33,51.19
Maize,2006,Rabi       ,Karnataka,78902.0,237039,1146.3,10076574.42,17358.44,2.7208,134,28,58,23.01,86.8
Maize,2006,Summer     ,Karnataka,15780.0,50467,1146.3,2015263.8,3471.6,3.203333333,98,64,26,33.11,83.85
Maize,2006,Summer     ,Karnataka,15780.0,50467,1146.3,2015263.8,3471.6,3.203333333,143,33,33,30.33,51.19
Maize,2006,Summer     ,Karnataka,15780.0,50467,1146.3,2015263.8,3471.6,3.203333333,134,28,58,23.01,86.8
Mesta,2006,Whole Year ,Karnataka,1998.0,2667,1146.3,255164.58,439.56,1.543333333,80,70,81,22.93,60.87
Moong(Green Gram),2006,Kharif     ,Karnataka,440724.0,50943,1146.3,56284862.04,96959.28,0.158695652,107,45,31,33.22,73.94
Moong(Green Gram),2006,Kharif     ,Karnataka,440724.0,50943,1146.3,56284862.04,96959.28,0.158695652,110,21,57,21.7,72.58
Moong(Green Gram),2006,Rabi       ,Karnataka,9041.0,2729,1146.3,1154626.11,1989.02,0.29375,107,45,31,33.22,73.94
Moong(Green Gram),2006,Rabi       ,Karnataka,9041.0,2729,1146.3,1154626.11,1989.02,0.29375,110,21,57,21.7,72.58
Niger seed,2006,Kharif     ,Karnataka,27426.0,5197,1146.3,3502574.46,6033.72,0.213043478,73,30,77,30.29,65.85
Onion,2006,Whole Year ,Karnataka,151289.0,859132,1146.3,19321118.19,33283.58,6.4348,69,36,75,28.0,51.26
Other  Rabi pulses,2006,Rabi       ,Karnataka,33685.0,8233,1146.3,4301911.35,7410.7,0.269259259,86,53,58,26.32,57.7
Other Kharif pulses,2006,Kharif     ,Karnataka,116341.0,88598,1146.3,14857909.11,25595.02,0.785,53,38,23,26.61,74.6
Potato,2006,Whole Year ,Karnataka,63374.0,561001,1146.3,8093493.54,13942.28,12.976875,141,58,67,34.18,67.85
Ragi,2006,Kharif     ,Karnataka,554193.0,584337,1146.3,70775988.03,121922.46,1.002631579,69,37,26,32.92,66.55
Ragi,2006,Kharif     ,Karnataka,554193.0,584337,1146.3,70775988.03,121922.46,1.002631579,109,32,79,32.97,53.91
Ragi,2006,Kharif     ,Karnataka,554193.0,584337,1146.3,70775988.03,121922.46,1.002631579,73,24,59,26.1,63.89
Ragi,2006,Rabi       ,Karnataka,57571.0,65934,1146.3,7352392.41,12665.62,1.616153846,69,37,26,32.92,66.55
Ragi,2006,Rabi       ,Karnataka,57571.0,65934,1146.3,7352392.41,12665.62,1.616153846,109,32,79,32.97,53.91
Ragi,2006,Rabi       ,Karnataka,57571.0,65934,1146.3,7352392.41,12665.62,1.616153846,73,24,59,26.1,63.89
Ragi,2006,Summer     ,Karnataka,7007.0,14714,1146.3,894863.97,1541.54,1.996153846,69,37,26,32.92,66.55
Ragi,2006,Summer     ,Karnataka,7007.0,14714,1146.3,894863.97,1541.54,1.996153846,109,32,79,32.97,53.91
Ragi,2006,Summer     ,Karnataka,7007.0,14714,1146.3,894863.97,1541.54,1.996153846,73,24,59,26.1,63.89
Rapeseed &Mustard,2006,Kharif     ,Karnataka,3691.0,974,1146.3,471377.61,812.02,0.218235294,99,69,27,21.6,71.06
Rice,2006,Kharif     ,Karnataka,1066981.0,2723038,1146.3,136264143.5,234735.82,2.428148148,98,42,77,34.97,53.11
Rice,2006,Kharif     ,Karnataka,1066981.0,2723038,1146.3,136264143.5,234735.82,2.428148148,100,77,76,22.18,52.67
Rice,2006,Kharif     ,Karnataka,1066981.0,2723038,1146.3,136264143.5,234735.82,2.428148148,145,75,54,27.73,69.66
Rice,2006,Rabi       ,Karnataka,44063.0,99796,1146.3,5627285.73,9693.86,2.335333333,98,42,77,34.97,53.11
Rice,2006,Rabi       ,Karnataka,44063.0,99796,1146.3,5627285.73,9693.86,2.335333333,100,77,76,22.18,52.67
Rice,2006,Rabi       ,Karnataka,44063.0,99796,1146.3,5627285.73,9693.86,2.335333333,145,75,54,27.73,69.66
Rice,2006,Summer     ,Karnataka,284632.0,822692,1146.3,36350352.72,62619.04,2.6825,98,42,77,34.97,53.11
Rice,2006,Summer     ,Karnataka,284632.0,822692,1146.3,36350352.72,62619.04,2.6825,100,77,76,22.18,52.67
Rice,2006,Summer     ,Karnataka,284632.0,822692,1146.3,36350352.72,62619.04,2.6825,145,75,54,27.73,69.66
Safflower,2006,Rabi       ,Karnataka,80607.0,59629,1146.3,10294319.97,17733.54,0.673333333,85,43,32,23.97,72.45
Sannhamp,2006,Whole Year ,Karnataka,25.0,5,1146.3,3192.75,5.5,0.136666667,147,48,58,27.66,60.31
Sesamum,2006,Kharif     ,Karnataka,85356.0,50207,1146.3,10900814.76,18778.32,0.597307692,149,67,40,24.57,63.03
Small millets,2006,Kharif     ,Karnataka,39586.0,21403,1146.3,5055528.06,8708.92,0.442105263,115,66,66,33.45,81.87
Soyabean,2006,Kharif     ,Karnataka,131139.0,97209,1146.3,16747761.69,28850.58,0.763333333,128,27,21,34.53,84.77
Sugarcane,2006,Whole Year ,Karnataka,269440.0,23641948,1146.3,34410182.4,59276.8,90.2876,83,45,63,26.15,63.01
Sunflower,2006,Kharif     ,Karnataka,595080.0,168016,1146.3,75997666.8,130917.6,0.407916667,85,34,49,21.05,64.23
Sunflower,2006,Kharif     ,Karnataka,595080.0,168016,1146.3,75997666.8,130917.6,0.407916667,55,76,74,29.95,83.21
Sunflower,2006,Kharif     ,Karnataka,595080.0,168016,1146.3,75997666.8,130917.6,0.407916667,88,20,59,25.65,88.95
Sunflower,2006,Rabi       ,Karnataka,583983.0,175417,1146.3,74580468.93,128476.26,0.612608696,85,34,49,21.05,64.23
Sunflower,2006,Rabi       ,Karnataka,583983.0,175417,1146.3,74580468.93,128476.26,0.612608696,55,76,74,29.95,83.21
Sunflower,2006,Rabi       ,Karnataka,583983.0,175417,1146.3,74580468.93,128476.26,0.612608696,88,20,59,25.65,88.95
Sunflower,2006,Summer     ,Karnataka,51506.0,40829,1146.3,6577831.26,11331.32,0.877727273,85,34,49,21.05,64.23
Sunflower,2006,Summer     ,Karnataka,51506.0,40829,1146.3,6577831.26,11331.32,0.877727273,55,76,74,29.95,83.21
Sunflower,2006,Summer     ,Karnataka,51506.0,40829,1146.3,6577831.26,11331.32,0.877727273,88,20,59,25.65,88.95
Sweet potato,2006,Whole Year ,Karnataka,3014.0,25028,1146.3,384917.94,663.08,6.240714286,91,47,43,34.79,62.82
Tapioca,2006,Whole Year ,Karnataka,815.0,6869,1146.3,104083.65,179.3,9.43375,107,68,61,21.34,81.55
Tobacco,2006,Whole Year ,Karnataka,104030.0,46318,1146.3,13285671.3,22886.6,0.471875,61,66,47,21.79,69.19
Turmeric,2006,Whole Year ,Karnataka,7477.0,37752,1146.3,954887.67,1644.94,4.7735,52,65,70,30.49,60.55
Urad,2006,Kharif     ,Karnataka,134069.0,18350,1146.3,17121951.99,29495.18,0.164285714,67,33,41,31.38,77.27
Urad,2006,Kharif     ,Karnataka,134069.0,18350,1146.3,17121951.99,29495.18,0.164285714,89,61,27,27.07,68.5
Urad,2006,Rabi       ,Karnataka,10986.0,5776,1146.3,1403022.06,2416.92,0.520714286,67,33,41,31.38,77.27
Urad,2006,Rabi       ,Karnataka,10986.0,5776,1146.3,1403022.06,2416.92,0.520714286,89,61,27,27.07,68.5
Wheat,2006,Rabi       ,Karnataka,269494.0,223806,1146.3,34417078.74,59288.68,0.810714286,70,53,33,24.16,60.73
Arecanut,2006,Whole Year ,Kerala,102078.0,109968,3429.7,13036381.38,22457.16,0.933571429,64,78,64,24.65,54.29
Banana,2006,Whole Year ,Kerala,59143.0,463766,3429.7,7553152.53,13011.46,7.988571429,146,50,57,25.07,84.68
Black pepper,2006,Whole Year ,Kerala,216709.0,64264,3429.7,27675906.39,47675.98,0.217857143,148,25,51,23.38,85.15
Cardamom,2006,Whole Year ,Kerala,41362.0,8545,3429.7,5282341.02,9099.64,0.057,75,68,81,32.76,53.0
Cashewnut,2006,Whole Year ,Kerala,70463.0,61680,3429.7,8998829.73,15501.86,0.577857143,57,24,86,20.98,76.54
Coconut ,2006,Whole Year ,Kerala,872943.0,6054000000,3429.7,111483550.5,192047.46,6522.32,149,50,80,26.11,56.5
Cotton(lint),2006,Kharif     ,Kerala,1300.0,1690,3429.7,166023.0,286.0,1.3,143,56,32,31.21,75.85
Garlic,2006,Whole Year ,Kerala,221.0,3757,3429.7,28223.91,48.62,17.0,136,34,66,20.06,86.3
Ginger,2006,Whole Year ,Kerala,11082.0,42496,3429.7,1415282.22,2438.04,3.239285714,91,34,73,33.17,60.41
Groundnut,2006,Kharif     ,Kerala,2813.0,2081,3429.7,359248.23,618.86,0.74,93,71,71,30.59,63.92
Jowar,2006,Kharif     ,Kerala,1827.0,929,3429.7,233326.17,401.94,0.593333333,63,62,44,21.1,81.81
Other Cereals,2006,Kharif     ,Kerala,625.0,489,3429.7,79818.75,137.5,0.793333333,127,24,42,33.42,79.41
Ragi,2006,Kharif     ,Kerala,516.0,417,3429.7,65898.36,113.52,0.7225,51,47,49,27.31,66.35
Rice,2006,Autumn     ,Kerala,83859.0,191241,3429.7,10709632.89,18448.98,2.270769231,86,52,30,29.78,83.94
Rice,2006,Autumn     ,Kerala,83859.0,191241,3429.7,10709632.89,18448.98,2.270769231,118,30,54,33.23,86.82
Rice,2006,Autumn     ,Kerala,83859.0,191241,3429.7,10709632.89,18448.98,2.270769231,87,62,46,33.22,68.11
Rice,2006,Summer     ,Kerala,35946.0,103571,3429.7,4590663.66,7908.12,2.497857143,86,52,30,29.78,83.94
Rice,2006,Summer     ,Kerala,35946.0,103571,3429.7,4590663.66,7908.12,2.497857143,118,30,54,33.23,86.82
Rice,2006,Summer     ,Kerala,35946.0,103571,3429.7,4590663.66,7908.12,2.497857143,87,62,46,33.22,68.11
Rice,2006,Winter     ,Kerala,143724.0,346763,3429.7,18354992.04,31619.28,2.286428571,86,52,30,29.78,83.94
Rice,2006,Winter     ,Kerala,143724.0,346763,3429.7,18354992.04,31619.28,2.286428571,118,30,54,33.23,86.82
Rice,2006,Winter     ,Kerala,143724.0,346763,3429.7,18354992.04,31619.28,2.286428571,87,62,46,33.22,68.11
Sesamum,2006,Kharif     ,Kerala,732.0,294,3429.7,93483.72,161.04,0.397,90,25,86,26.13,51.58
Sugarcane,2006,Whole Year ,Kerala,1161.0,65790,3429.7,148271.31,255.42,33.668,111,42,66,23.57,70.38
Sweet potato,2006,Whole Year ,Kerala,505.0,6405,3429.7,64493.55,111.1,11.50071429,109,59,69,23.86,79.59
Tapioca,2006,Whole Year ,Kerala,87128.0,2518999,3429.7,11127116.88,19168.16,29.46214286,63,21,27,31.49,58.8
Tobacco,2006,Whole Year ,Kerala,31.0,50,3429.7,3959.01,6.82,1.61,138,34,74,33.94,53.98
Turmeric,2006,Whole Year ,Kerala,3917.0,9980,3429.7,500240.07,861.74,2.168571429,133,42,61,21.08,61.41
Arecanut,2006,Whole Year ,Tamil Nadu,5526.0,11904,927.9,705725.46,1215.72,1.603636364,51,41,86,20.23,50.46
Arhar/Tur,2006,Whole Year ,Tamil Nadu,29127.0,21334,927.9,3719809.17,6407.94,0.744,119,28,39,32.34,78.62
Bajra,2006,Whole Year ,Tamil Nadu,65512.0,98969,927.9,8366537.52,14412.64,1.588333333,66,66,64,25.8,55.84
Banana,2006,Whole Year ,Tamil Nadu,105206.0,5637371,927.9,13435858.26,23145.32,54.02931034,138,59,54,24.15,78.95
Black pepper,2006,Whole Year ,Tamil Nadu,3703.0,843,927.9,472910.13,814.66,0.186923077,77,49,39,22.83,59.38
Cardamom,2006,Whole Year ,Tamil Nadu,4441.0,404,927.9,567160.11,977.02,0.0675,115,35,43,25.2,89.68
Cashewnut,2006,Whole Year ,Tamil Nadu,103968.0,51057,927.9,13277753.28,22872.96,0.503571429,84,78,76,34.57,71.27
Castor seed,2006,Whole Year ,Tamil Nadu,5289.0,1674,927.9,675458.19,1163.58,0.35375,54,65,74,34.66,51.65
Coconut ,2006,Whole Year ,Tamil Nadu,374604.0,5429900000,927.9,47840676.84,82412.88,13584.69138,114,66,28,24.97,80.91
Coriander,2006,Whole Year ,Tamil Nadu,17425.0,5676,927.9,2225346.75,3833.5,0.321304348,89,71,35,34.46,66.4
Cotton(lint),2006,Whole Year ,Tamil Nadu,100339.0,220864,927.9,12814293.69,22074.58,2.281111111,125,49,74,24.5,74.29
Dry chillies,2006,Whole Year ,Tamil Nadu,61418.0,42719,927.9,7843692.78,13511.96,0.803928571,105,64,77,32.82,88.05
Garlic,2006,Whole Year ,Tamil Nadu,528.0,3139,927.9,67430.88,116.16,5.304,85,28,83,23.18,70.69
Ginger,2006,Whole Year ,Tamil Nadu,669.0,12468,927.9,85437.99,147.18,18.65625,94,20,68,32.4,82.18
Gram,2006,Whole Year ,Tamil Nadu,5933.0,3831,927.9,757703.43,1305.26,0.53,72,78,48,25.31,62.11
Groundnut,2006,Whole Year ,Tamil Nadu,508032.0,1006475,927.9,64880766.72,111767.04,2.085357143,96,57,26,22.94,78.58
Horse-gram,2006,Whole Year ,Tamil Nadu,55635.0,32549,927.9,7105145.85,12239.7,0.5884,80,27,88,34.02,53.97
Jowar,2006,Whole Year ,Tamil Nadu,294376.0,293940,927.9,37594758.96,64762.72,1.212916667,60,78,21,23.21,85.73
Maize,2006,Whole Year ,Tamil Nadu,197782.0,759112,927.9,25258739.22,43512.04,4.483076923,59,78,52,34.88,57.99
Moong(Green Gram),2006,Whole Year ,Tamil Nadu,134071.0,77404,927.9,17122207.41,29495.62,0.588214286,116,71,67,21.63,62.08
Onion,2006,Whole Year ,Tamil Nadu,29587.0,258333,927.9,3778555.77,6509.14,8.720454545,63,37,56,20.15,88.33
Potato,2006,Whole Year ,Tamil Nadu,5190.0,77443,927.9,662814.9,1141.8,15.11333333,129,46,49,33.06,56.21
Ragi,2006,Whole Year ,Tamil Nadu,95478.0,148148,927.9,12193495.38,21005.16,2.046153846,123,37,60,28.8,60.18
Rapeseed &Mustard,2006,Whole Year ,Tamil Nadu,344.0,80,927.9,43932.24,75.68,0.150769231,142,51,23,26.32,73.21
Rice,2006,Kharif     ,Tamil Nadu,1931397.0,6610607,927.9,246658710.9,424907.34,3.584827586,59,77,58,21.23,89.23
Sesamum,2006,Whole Year ,Tamil Nadu,52624.0,27328,927.9,6720611.04,11577.28,0.491111111,125,68,43,28.62,77.66
Small millets,2006,Kharif     ,Tamil Nadu,52702.0,61473,927.9,6730572.42,11594.44,1.057826087,143,51,69,25.91,54.57
Sugarcane,2006,Whole Year ,Tamil Nadu,391201.0,48037332,927.9,49960279.71,86064.22,118.1746429,50,72,56,27.25,79.92
Sunflower,2006,Whole Year ,Tamil Nadu,26194.0,47884,927.9,3345235.74,5762.68,1.726538462,54,67,72,29.46,67.05
Sweet potato,2006,Whole Year ,Tamil Nadu,1127.0,18933,927.9,143929.17,247.94,17.74740741,69,64,44,29.6,89.69
Tapioca,2006,Whole Year ,Tamil Nadu,139628.0,5635436,927.9,17831891.88,30718.16,41.62785714,57,73,50,34.41,75.15
Tobacco,2006,Whole Year ,Tamil Nadu,5041.0,7724,927.9,643786.11,1109.02,1.443333333,92,55,57,29.83,71.28
Turmeric,2006,Whole Year ,Tamil Nadu,30528.0,175388,927.9,3898730.88,6716.16,5.748148148,125,55,77,25.09,72.29
Urad,2006,Whole Year ,Tamil Nadu,251014.0,143053,927.9,32056997.94,55223.08,0.6425,50,40,72,24.94,75.66
Arecanut,2006,Whole Year ,West Bengal,24382.0,106052,1631.4,3113825.22,5364.04,1.957647059,106,65,69,27.16,79.27
Arhar/Tur,2006,Rabi       ,West Bengal,2044.0,1412,1631.4,261039.24,449.68,0.445454545,113,51,23,23.89,53.13
Bajra,2006,Kharif     ,West Bengal,79.0,31,1631.4,10089.09,17.38,0.39,133,50,71,25.65,55.23
Barley,2006,Rabi       ,West Bengal,2848.0,2610,1631.4,363718.08,626.56,0.993333333,77,56,50,32.63,62.02
Cardamom,2006,Whole Year ,West Bengal,2874.0,704,1631.4,367038.54,632.28,0.24,86,35,33,32.9,69.12
Castor seed,2006,Rabi       ,West Bengal,58.0,49,1631.4,7407.18,12.76,0.84,96,65,20,29.42,62.44
Coconut ,2006,Whole Year ,West Bengal,25068.0,359065200,1631.4,3201434.28,5514.96,13259.37833,125,65,62,28.74,58.55
Cotton(lint),2006,Kharif     ,West Bengal,5650.0,14678,1631.4,721561.5,1243.0,3.898571429,86,33,78,26.41,87.0
Dry chillies,2006,Whole Year ,West Bengal,52246.0,63596,1631.4,6672336.66,11494.12,1.115,98,76,80,29.54,51.3
Ginger,2006,Kharif     ,West Bengal,9816.0,20061,1631.4,1253601.36,2159.52,1.741666667,93,43,60,32.09,87.55
Gram,2006,Rabi       ,West Bengal,31212.0,23978,1631.4,3986084.52,6866.64,0.699333333,105,44,37,31.07,86.29
Groundnut,2006,Whole Year ,West Bengal,57395.0,98246,1631.4,7329915.45,12626.9,1.445,77,65,79,20.53,77.35
Horse-gram,2006,Rabi       ,West Bengal,2414.0,1139,1631.4,308291.94,531.08,0.531818182,128,70,88,30.97,51.3
Jowar,2006,Kharif     ,West Bengal,1395.0,606,1631.4,178155.45,306.9,0.473333333,55,54,78,30.8,59.01
Jute,2006,Kharif     ,West Bengal,594874.0,8411537,1631.4,75971358.54,130872.28,14.85647059,110,36,61,21.48,89.16
Khesari,2006,Rabi       ,West Bengal,32153.0,30496,1631.4,4106259.63,7073.66,0.802222222,69,65,55,22.25,86.24
Linseed,2006,Rabi       ,West Bengal,5046.0,1213,1631.4,644424.66,1110.12,0.240769231,127,61,59,31.82,88.58
Maize,2006,Kharif     ,West Bengal,85446.0,253505,1631.4,10912308.66,18798.12,2.723125,51,64,49,28.38,89.84
Masoor,2006,Rabi       ,West Bengal,64239.0,42670,1631.4,8203962.69,14132.58,0.561764706,122,73,30,32.32,52.56
Mesta,2006,Kharif     ,West Bengal,9660.0,94530,1631.4,1233678.6,2125.2,9.248333333,86,23,44,22.77,72.83
Moong(Green Gram),2006,Kharif     ,West Bengal,874.0,325,1631.4,111618.54,192.28,0.4475,69,30,64,20.46,83.37
Moong(Green Gram),2006,Kharif     ,West Bengal,874.0,325,1631.4,111618.54,192.28,0.4475,75,66,70,22.43,62.79
Moong(Green Gram),2006,Kharif     ,West Bengal,874.0,325,1631.4,111618.54,192.28,0.4475,78,34,62,26.79,67.42
Moong(Green Gram),2006,Rabi       ,West Bengal,1238.0,801,1631.4,158104.98,272.36,0.60375,69,30,64,20.46,83.37
Moong(Green Gram),2006,Rabi       ,West Bengal,1238.0,801,1631.4,158104.98,272.36,0.60375,75,66,70,22.43,62.79
Moong(Green Gram),2006,Rabi       ,West Bengal,1238.0,801,1631.4,158104.98,272.36,0.60375,78,34,62,26.79,67.42
Moong(Green Gram),2006,Summer     ,West Bengal,10532.0,3934,1631.4,1345041.72,2317.04,0.403125,69,30,64,20.46,83.37
Moong(Green Gram),2006,Summer     ,West Bengal,10532.0,3934,1631.4,1345041.72,2317.04,0.403125,75,66,70,22.43,62.79
Moong(Green Gram),2006,Summer     ,West Bengal,10532.0,3934,1631.4,1345041.72,2317.04,0.403125,78,34,62,26.79,67.42
Niger seed,2006,Kharif     ,West Bengal,4930.0,3218,1631.4,629610.3,1084.6,0.481428571,50,49,85,27.85,61.35
Other Kharif pulses,2006,Kharif     ,West Bengal,1052.0,562,1631.4,134350.92,231.44,0.501666667,84,43,66,32.87,51.52
Peas & beans (Pulses),2006,Rabi       ,West Bengal,12495.0,8436,1631.4,1595736.45,2748.9,0.679411765,119,21,43,30.74,52.91
Potato,2006,Whole Year ,West Bengal,407941.0,5051962,1631.4,52098145.11,89747.02,13.35111111,108,62,56,34.86,50.86
Ragi,2006,Kharif     ,West Bengal,13135.0,14974,1631.4,1677470.85,2889.7,0.706,118,53,75,21.18,71.09
Rapeseed &Mustard,2006,Rabi       ,West Bengal,421522.0,338581,1631.4,53832574.62,92734.84,0.688333333,82,42,65,21.95,74.74
Rice,2006,Autumn     ,West Bengal,283859.0,575294,1631.4,36251632.89,62448.98,2.001111111,100,50,47,21.27,62.31
Rice,2006,Autumn     ,West Bengal,283859.0,575294,1631.4,36251632.89,62448.98,2.001111111,127,56,71,28.08,83.05
Rice,2006,Autumn     ,West Bengal,283859.0,575294,1631.4,36251632.89,62448.98,2.001111111,61,32,34,24.0,85.52
Rice,2006,Summer     ,West Bengal,1401233.0,4520656,1631.4,178951466.4,308271.26,3.028888889,100,50,47,21.27,62.31
Rice,2006,Summer     ,West Bengal,1401233.0,4520656,1631.4,178951466.4,308271.26,3.028888889,127,56,71,28.08,83.05
Rice,2006,Summer     ,West Bengal,1401233.0,4520656,1631.4,178951466.4,308271.26,3.028888889,61,32,34,24.0,85.52
Rice,2006,Winter     ,West Bengal,4001936.0,9649942,1631.4,511087246.6,880425.92,2.291666667,100,50,47,21.27,62.31
Rice,2006,Winter     ,West Bengal,4001936.0,9649942,1631.4,511087246.6,880425.92,2.291666667,127,56,71,28.08,83.05
Rice,2006,Winter     ,West Bengal,4001936.0,9649942,1631.4,511087246.6,880425.92,2.291666667,61,32,34,24.0,85.52
